IPAddress,Day,Month,Year,HH,RequestType,API,StatusCode,Bytes,Refferer,UserAgent,ResponseTime,Browser,Os,Device
24.62.93.113,27,12,2037,12,POST,/usr/admin/developer,403,4985,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",4182,Safari,Mac OS,Others
238.151.120.201,27,12,2037,12,POST,/usr/admin,500,5025,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",272,Safari,iOS,Mobile
70.197.240.183,27,12,2037,12,POST,/usr/login,500,5049,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1895,Chrome,Windows,Others
65.119.152.102,27,12,2037,12,POST,/usr/admin/developer,304,4977,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,825,Mozilla,Linux,Mobile
67.208.8.191,27,12,2037,12,POST,/usr/admin/developer,304,5036,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",541,Safari,iOS,Mobile
162.67.103.132,27,12,2037,12,POST,/usr/admin/developer,502,4906,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3021,Opera,Windows,Others
144.89.19.32,27,12,2037,12,POST,/usr/register,500,5019,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",2210,Opera,Windows,Others
45.129.188.114,27,12,2037,12,POST,/usr/register,500,5004,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",2157,Safari,iOS,Mobile
148.145.65.227,27,12,2037,12,POST,/usr/login,502,5019,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",409,Chrome,Linux,Mobile
163.86.141.220,27,12,2037,12,POST,/usr/login,303,4983,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3790,Mozilla,Windows,Others
151.212.248.187,27,12,2037,12,POST,/usr/register,200,4956,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3544,Others,Windows,Others
208.229.140.7,27,12,2037,12,POST,/usr/login,303,4994,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1947,Opera,Windows,Others
164.87.235.29,27,12,2037,12,POST,/usr,303,5103,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4907,Opera,Linux,Mobile
220.253.32.102,27,12,2037,12,POST,/usr/login,303,4935,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4794,Opera,Linux,Mobile
149.106.175.174,27,12,2037,12,POST,/usr/login,304,4994,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3742,Chrome,Linux,Mobile
205.9.22.228,27,12,2037,12,POST,/usr/admin/developer,502,5056,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",3409,Chrome,Windows,Others
181.139.65.239,27,12,2037,12,POST,/usr/login,200,5001,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4692,Others,Windows,Others
55.41.227.181,27,12,2037,12,POST,/usr/register,403,5030,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4443,Opera,Windows,Others
86.43.197.102,27,12,2037,12,POST,/usr/admin/developer,303,5074,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",686,Safari,Mac OS,Others
252.101.63.30,27,12,2037,12,POST,/usr,404,4995,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1060,Others,Windows,Others
69.255.77.62,27,12,2037,12,POST,/usr/admin/developer,403,5006,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",3595,Safari,Mac OS,Others
88.79.56.226,27,12,2037,12,POST,/usr,500,5012,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",951,Others,Windows,Others
156.108.29.216,27,12,2037,12,POST,/usr/login,304,5024,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1788,Opera,Windows,Others
87.207.24.207,27,12,2037,12,POST,/usr,303,5046,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2489,Mozilla,Linux,Mobile
66.199.252.53,27,12,2037,12,POST,/usr/login,303,5021,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",934,Opera,Windows,Others
58.79.158.196,27,12,2037,12,POST,/usr/admin,500,4969,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1018,Mozilla,Windows,Others
154.230.176.78,27,12,2037,12,POST,/usr,304,4867,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1562,Mozilla,Linux,Mobile
148.243.105.143,27,12,2037,12,POST,/usr/login,404,4948,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",4148,Others,Linux,Mobile
7.81.95.86,27,12,2037,12,POST,/usr/admin/developer,304,4966,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2581,Chrome,Linux,Mobile
240.224.12.83,27,12,2037,12,POST,/usr/register,403,4978,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",1807,Safari,Mac OS,Others
37.19.117.56,27,12,2037,12,POST,/usr/register,304,4988,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,134,Mozilla,Windows,Others
7.178.236.37,27,12,2037,12,POST,/usr/login,500,5054,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1453,Others,Linux,Mobile
155.156.12.24,27,12,2037,12,POST,/usr/admin,403,5087,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",108,Others,Windows,Others
231.125.249.75,27,12,2037,12,POST,/usr/register,404,4951,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,4970,Mozilla,Windows,Others
73.104.138.169,27,12,2037,12,POST,/usr/register,303,4967,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",4939,Chrome,Windows,Others
200.38.228.207,27,12,2037,12,POST,/usr/admin,200,4983,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4422,Others,Windows,Others
24.96.184.35,27,12,2037,12,POST,/usr/register,502,5092,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4095,Mozilla,Linux,Mobile
118.154.104.121,27,12,2037,12,POST,/usr/login,404,4942,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",700,Others,Windows,Others
239.100.157.108,27,12,2037,12,POST,/usr/register,404,5000,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",4423,Others,Windows,Others
202.24.132.19,27,12,2037,12,POST,/usr/register,304,4938,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",496,Opera,Linux,Mobile
114.101.139.241,27,12,2037,12,POST,/usr,500,5050,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1490,Chrome,Linux,Mobile
161.22.178.232,27,12,2037,12,POST,/usr,304,4948,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1784,Opera,Linux,Mobile
218.59.10.3,27,12,2037,12,POST,/usr,303,4995,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",1357,Others,Linux,Mobile
148.244.212.174,27,12,2037,12,POST,/usr/admin,304,5067,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",1821,Opera,Linux,Mobile
218.129.204.212,27,12,2037,12,POST,/usr,502,5044,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,3193,Mozilla,Linux,Mobile
235.108.165.6,27,12,2037,12,POST,/usr/login,200,5018,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2019,Chrome,Linux,Mobile
209.11.64.84,27,12,2037,12,POST,/usr/login,303,5006,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3671,Safari,iOS,Mobile
226.34.84.65,27,12,2037,12,POST,/usr/admin/developer,404,5014,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4647,Mozilla,Linux,Mobile
35.66.222.18,27,12,2037,12,POST,/usr,502,5010,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",3567,Chrome,Linux,Mobile
153.7.34.99,27,12,2037,12,POST,/usr/login,403,4992,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2312,Safari,Mac OS,Others
215.138.228.3,27,12,2037,12,POST,/usr/admin/developer,403,4954,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",1845,Safari,iOS,Mobile
70.182.130.45,27,12,2037,12,POST,/usr/admin/developer,304,4995,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",248,Chrome,Linux,Mobile
201.216.118.88,27,12,2037,12,POST,/usr/admin,303,4995,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2129,Others,Linux,Mobile
170.23.58.181,27,12,2037,12,POST,/usr/register,403,5042,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",3668,Opera,Windows,Others
103.88.108.116,27,12,2037,12,POST,/usr,404,5064,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",4900,Opera,Windows,Others
45.34.199.32,27,12,2037,12,POST,/usr/admin/developer,200,5010,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,3269,Mozilla,Windows,Others
215.164.22.56,27,12,2037,12,POST,/usr/login,404,4950,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,334,Mozilla,Windows,Others
149.225.144.149,27,12,2037,12,POST,/usr/admin/developer,404,4966,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1808,Others,Windows,Others
114.149.13.229,27,12,2037,12,POST,/usr/admin/developer,304,4962,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4398,Mozilla,Linux,Mobile
7.40.61.200,27,12,2037,12,POST,/usr/register,403,4897,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",2691,Safari,Mac OS,Others
66.72.253.116,27,12,2037,12,POST,/usr/login,304,5000,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",2082,Opera,Linux,Mobile
208.80.248.236,27,12,2037,12,POST,/usr/login,404,4947,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",81,Others,Windows,Others
238.43.73.172,27,12,2037,12,POST,/usr/register,404,5005,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,1383,Mozilla,Windows,Others
1.227.115.66,27,12,2037,12,POST,/usr,304,5001,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1419,Chrome,Linux,Mobile
184.29.64.8,27,12,2037,12,POST,/usr/register,502,5047,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4223,Safari,iOS,Mobile
242.121.247.161,27,12,2037,12,POST,/usr/login,200,5015,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2549,Others,Linux,Mobile
235.111.225.138,27,12,2037,12,POST,/usr/admin,502,5011,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",2916,Chrome,Linux,Mobile
184.70.128.125,27,12,2037,12,POST,/usr/register,404,4846,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4494,Opera,Linux,Mobile
236.228.226.100,27,12,2037,12,POST,/usr/admin/developer,303,5058,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1917,Others,Windows,Others
155.236.199.243,27,12,2037,12,POST,/usr/login,403,5004,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",70,Safari,Mac OS,Others
38.248.34.66,27,12,2037,12,POST,/usr/login,303,4997,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,2549,Mozilla,Linux,Mobile
224.32.210.240,27,12,2037,12,POST,/usr/admin,502,4959,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,482,Mozilla,Windows,Others
83.240.243.188,27,12,2037,12,POST,/usr/admin,304,4985,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",3954,Opera,Linux,Mobile
189.153.212.82,27,12,2037,12,POST,/usr/login,200,4981,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4670,Safari,iOS,Mobile
174.171.230.237,27,12,2037,12,POST,/usr/admin,502,5066,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",670,Opera,Linux,Mobile
123.246.78.69,27,12,2037,12,POST,/usr/admin,303,4998,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,933,Mozilla,Windows,Others
90.16.49.185,27,12,2037,12,POST,/usr/admin,403,4944,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",995,Opera,Windows,Others
7.10.75.155,27,12,2037,12,POST,/usr/register,502,5002,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",63,Safari,Mac OS,Others
165.24.141.48,27,12,2037,12,POST,/usr/admin/developer,404,5012,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,604,Mozilla,Windows,Others
196.111.230.135,27,12,2037,12,POST,/usr/admin/developer,404,5069,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1053,Opera,Windows,Others
100.139.129.37,27,12,2037,12,POST,/usr/login,303,4948,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",207,Opera,Linux,Mobile
48.147.177.189,27,12,2037,12,POST,/usr/admin/developer,303,5098,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2506,Mozilla,Windows,Others
112.3.80.13,27,12,2037,12,POST,/usr/login,500,5046,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1890,Chrome,Windows,Others
41.35.166.245,27,12,2037,12,POST,/usr,303,5037,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2012,Mozilla,Windows,Others
193.119.228.142,27,12,2037,12,POST,/usr/login,403,5063,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",4033,Safari,iOS,Mobile
219.74.108.235,27,12,2037,12,POST,/usr/admin/developer,403,4875,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0,2599,Mozilla,Windows,Others
138.174.19.239,27,12,2037,12,POST,/usr/admin/developer,403,4985,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",1429,Opera,Windows,Others
101.10.32.95,27,12,2037,12,POST,/usr/admin,502,4991,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",4510,Opera,Linux,Mobile
6.204.233.53,27,12,2037,12,POST,/usr/admin,404,5050,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1091,Chrome,Windows,Others
89.110.233.203,27,12,2037,12,POST,/usr/login,502,5064,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,1920,Mozilla,Linux,Mobile
17.144.113.159,27,12,2037,12,POST,/usr/admin/developer,304,5076,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",1819,Others,Windows,Others
245.108.198.52,27,12,2037,12,POST,/usr/admin/developer,502,4944,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3425,Safari,iOS,Mobile
96.198.235.175,27,12,2037,12,POST,/usr/login,500,5013,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",47,Safari,iOS,Mobile
89.208.186.30,27,12,2037,12,POST,/usr/admin/developer,200,4948,http://www.lewis.com/main/list/explore/category.html,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0,4743,Mozilla,Linux,Mobile
115.147.49.21,27,12,2037,12,POST,/usr/admin/developer,404,5053,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",1248,Chrome,Windows,Others
79.56.32.240,27,12,2037,12,POST,/usr/admin/developer,303,4923,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",2259,Others,Linux,Mobile
140.23.38.240,27,12,2037,12,POST,/usr/login,502,4988,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",190,Safari,iOS,Mobile
131.215.151.212,27,12,2037,12,POST,/usr/admin,200,5018,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0",3786,Others,Windows,Others
114.72.13.90,27,12,2037,12,POST,/usr/admin,500,4903,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",435,Opera,Linux,Mobile
80.80.214.252,27,12,2037,12,POST,/usr/admin,403,5005,http://www.lewis.com/main/list/explore/category.html,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",725,Opera,Linux,Mobile
11.191.135.103,27,12,2037,12,POST,/usr/register,404,4965,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749",718,Opera,Linux,Mobile
